id_cliente;indica_amigo;n_indicacoes;tempo_empresa;ultima_oferta_aceita;contrata_telefonia;tarifa_linha;varias_linhas_telefonicas;internet_da_empresa;tipo_internet;tipo_contrato;faturamento_papel;tipo_pagamento;receita
4307-KWMXE;No;0;10;Offer D;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;389.8
2450-ZKEED;No;0;11;Offer D;Yes;7.42;No;Yes;DSL;One Year;No;Bank Withdrawal;733.17
3694-DELSO;Yes;3;4;None;No;0;No;Yes;DSL;Month-to-Month;No;Credit Card;156.1
3893-JRNFS;No;0;68;None;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;2796.35
1133-KXCGE;No;0;18;Offer D;Yes;18.8;No;No;None;One Year;No;Mailed Check;745.45
0142-GVYSN;No;0;26;Offer C;Yes;13.34;No;No;None;Month-to-Month;Yes;Bank Withdrawal;858.09
1049-FYSYG;Yes;5;17;Offer D;No;0;No;Yes;DSL;Month-to-Month;Yes;Credit Card;646.05
1821-BUCWY;No;0;30;Offer C;Yes;47.06;No;Yes;Cable;Two Year;Yes;Mailed Check;3065.65
8314-DPQHL;No;0;9;None;No;0;No;Yes;DSL;One Year;No;Mailed Check;463.6
1465-WCZVT;Yes;1;3;None;Yes;30.34;No;No;None;Month-to-Month;No;Credit Card;151.67
9481-SFCQY;No;0;14;Offer D;Yes;44.14;No;Yes;DSL;Month-to-Month;Yes;Credit Card;1442.81
0567-GGCAC;No;0;7;None;Yes;15.84;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;549.78
8884-MRNSU;Yes;8;17;Offer D;Yes;14.69;No;No;None;One Year;No;Bank Withdrawal;579.48
2171-UDMFD;Yes;5;32;Offer C;Yes;35.05;No;No;None;Month-to-Month;Yes;Credit Card;1796.15
9802-CAQUT;Yes;9;72;None;Yes;33.39;Yes;Yes;Fiber Optic;Two Year;No;Credit Card;10411.33
0187-WZNAB;Yes;6;27;Offer C;Yes;46.66;No;Yes;Fiber Optic;Month-to-Month;No;Credit Card;3232.17
1475-VWVDO;No;0;7;Offer E;Yes;34.59;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;732.68
1357-MVDOZ;Yes;7;11;Offer D;Yes;21.14;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;915.79
7602-MVRMB;Yes;9;72;None;Yes;46.63;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;11416.21
5406-KGRMX;No;0;71;None;Yes;2.66;Yes;No;None;Two Year;No;Bank Withdrawal;1908.01
5968-HYJRZ;Yes;3;47;Offer B;Yes;15.68;Yes;No;None;Two Year;No;Credit Card;1897.41
7140-ADSMJ;No;0;8;Offer E;Yes;35.21;No;No;None;Month-to-Month;Yes;Credit Card;443.98
2230-XTUWL;Yes;3;48;Offer B;Yes;13.26;No;No;None;Two Year;No;Credit Card;1519.83
7706-YLMQA;No;0;70;None;Yes;10;No;No;None;One Year;No;Bank Withdrawal;2041.5
2585-KTFRE;No;0;1;None;Yes;20.1;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;90.55
7994-UYIVZ;Yes;1;8;Offer E;Yes;39.59;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1046.17
7717-BICXI;Yes;4;60;Offer B;Yes;15.65;No;No;None;Two Year;No;Credit Card;2144.05
6559-RAKOZ;Yes;7;49;Offer B;Yes;16.02;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;5702.88
4716-MRVEN;No;0;29;Offer C;Yes;32.43;No;No;None;One Year;No;Credit Card;1539.77
2143-LJULT;Yes;1;67;None;Yes;35.34;Yes;No;None;Two Year;Yes;Credit Card;4100.93
3200-MNQTF;Yes;8;67;None;Yes;28.06;Yes;Yes;DSL;Two Year;No;Credit Card;6557.12
6164-HXUGH;Yes;1;6;Offer E;Yes;6.48;No;No;None;Month-to-Month;No;Credit Card;158.18
5630-IXDXV;No;0;47;Offer B;Yes;14.54;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5532.48
0320-DWVTU;No;0;53;Offer B;Yes;43.57;No;Yes;Fiber Optic;Two Year;No;Credit Card;7733.46
9135-MGVPY;Yes;10;69;None;Yes;48.37;No;Yes;DSL;Two Year;Yes;Credit Card;9216.43
1212-GLHMD;No;0;3;Offer E;Yes;18.26;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;299.63
7878-JGDKK;No;0;4;Offer E;Yes;30.07;No;Yes;Cable;Month-to-Month;No;Credit Card;341.03
1088-AUUZZ;Yes;6;56;Offer B;Yes;37.58;Yes;Yes;DSL;Two Year;Yes;Credit Card;6365.68
9588-OZDMQ;Yes;8;2;Offer E;Yes;15.5;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;120.75
6476-EPYZR;Yes;6;12;None;Yes;46.06;No;No;None;Month-to-Month;No;Credit Card;808.22
1174-FGIFN;Yes;7;28;Offer C;Yes;26.28;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;3245.09
6620-HVDUJ;No;0;24;Offer C;Yes;23.71;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;2009.79
1032-MAELW;Yes;8;68;None;Yes;7.47;Yes;Yes;DSL;One Year;Yes;Bank Withdrawal;5841.31
7641-TQFHN;No;0;39;Offer C;Yes;14.72;Yes;Yes;Fiber Optic;Two Year;No;Credit Card;4469.43
1552-TKMXS;No;0;42;Offer B;Yes;5.95;No;No;None;Month-to-Month;No;Credit Card;1119.8
8622-ZLFKO;Yes;1;6;None;Yes;23.35;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;652.35
6188-UXBBR;Yes;1;38;Offer C;Yes;10.54;No;No;None;One Year;Yes;Credit Card;1215.27
2333-KWEWW;No;0;18;None;Yes;26.26;No;No;None;Two Year;No;Credit Card;861.28
5702-SKUOB;Yes;1;4;None;Yes;29.14;No;No;None;Month-to-Month;No;Credit Card;210.01
1134-YWTYF;Yes;1;27;Offer C;Yes;41.48;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;2509.81
6061-GWWAV;No;0;41;None;Yes;13.76;No;Yes;Cable;One Year;No;Credit Card;3458.71
0679-TDGAK;Yes;1;50;None;Yes;31.83;No;Yes;Cable;One Year;No;Bank Withdrawal;5717.1
6585-WCEWR;Yes;1;72;None;Yes;22.78;No;No;None;Two Year;No;Bank Withdrawal;2994.56
9067-YGSCA;No;0;70;None;Yes;31.33;Yes;No;None;One Year;No;Credit Card;4049.5
9067-SQTNS;Yes;1;44;None;Yes;34.94;No;No;None;One Year;No;Bank Withdrawal;2463.36
1776-SPBWV;Yes;1;34;Offer C;Yes;41.72;No;No;None;One Year;Yes;Bank Withdrawal;2100.58
9668-PUGNU;Yes;9;71;None;Yes;32.18;Yes;No;None;Two Year;Yes;Bank Withdrawal;4100.98
9405-GPBBG;No;0;64;None;Yes;5.68;Yes;Yes;Fiber Optic;Two Year;Yes;Credit Card;7492.77
1926-QUZNN;Yes;9;72;None;Yes;49.51;Yes;No;None;Two Year;Yes;Bank Withdrawal;5405.92
5829-NVSQN;Yes;3;23;None;Yes;31.39;No;Yes;DSL;One Year;Yes;Bank Withdrawal;2411.42
9565-AXSMR;Yes;10;52;None;Yes;40.76;No;No;None;Two Year;No;Credit Card;3174.27
8869-LIHMK;No;0;64;None;Yes;44.31;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;10169.89
0447-RXSGD;No;0;24;Offer C;Yes;25.68;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3021.17
4927-WWOOZ;No;0;2;None;Yes;49.41;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;280.27
5788-YPOEG;Yes;9;34;Offer C;Yes;9.09;No;Yes;DSL;Two Year;No;Credit Card;3148.51
0661-KBKPA;Yes;7;53;None;Yes;31.86;Yes;Yes;DSL;One Year;Yes;Credit Card;5631.03
9081-WWXKP;Yes;8;47;None;Yes;37.35;No;No;None;Two Year;No;Credit Card;2628.85
0784-ZQJZX;No;0;72;None;Yes;31.93;No;No;None;Two Year;No;Credit Card;3828.61
3133-PZNSR;Yes;1;72;None;Yes;20.79;Yes;Yes;Fiber Optic;Two Year;Yes;Credit Card;8488.48
0722-SVSFK;No;0;7;None;Yes;39.02;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;988.14
3612-YVGSJ;Yes;10;71;None;Yes;33;Yes;No;None;Two Year;Yes;Credit Card;4024.6
5397-NSKQG;Yes;2;67;Offer A;No;0;No;Yes;DSL;Two Year;No;Credit Card;3281.65
8565-HBFNN;Yes;8;69;Offer A;Yes;33.37;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;9619.63
8670-ERCJH;No;0;72;Offer A;Yes;2.56;Yes;Yes;Fiber Optic;Two Year;No;Bank Withdrawal;8348.42
7758-UJWYS;Yes;10;34;None;No;0;No;Yes;DSL;Two Year;Yes;Bank Withdrawal;1325.85
2050-ONYDQ;Yes;7;65;None;Yes;2.95;Yes;No;None;Two Year;No;Credit Card;1846.6
7055-JCGNI;No;0;70;Offer A;Yes;44.57;Yes;Yes;Fiber Optic;Two Year;Yes;Credit Card;10915.85
0739-UUAJR;Yes;10;72;Offer A;No;0;No;Yes;Cable;Two Year;Yes;Credit Card;3952.45
4826-DXMUP;No;0;35;None;Yes;10.11;No;Yes;DSL;One Year;Yes;Credit Card;2849
7285-KLOTR;Yes;3;12;None;Yes;25.09;Yes;Yes;Cable;One Year;No;Bank Withdrawal;1177.83
0654-PQKDW;Yes;5;62;None;Yes;42.05;No;Yes;DSL;One Year;Yes;Bank Withdrawal;6870.55
7175-NTIXE;No;0;25;None;Yes;21.67;No;Yes;DSL;Month-to-Month;Yes;Credit Card;2534.7
7963-SHNDT;No;0;52;None;No;0;No;Yes;DSL;Two Year;No;Credit Card;2112.1
0188-GWFLE;No;0;2;None;Yes;1.81;No;No;None;Month-to-Month;No;Credit Card;37.32
8129-GMVGI;Yes;10;56;None;Yes;35.38;No;No;None;Two Year;No;Credit Card;3071.38
2882-DDZPG;No;0;12;None;Yes;35.81;No;No;None;Month-to-Month;No;Bank Withdrawal;657.17
3547-LQRIK;Yes;7;47;None;Yes;11.68;Yes;No;None;One Year;No;Bank Withdrawal;1799.81
5843-TTHGI;No;0;18;None;Yes;17.33;No;Yes;DSL;Month-to-Month;Yes;Credit Card;1254.64
1849-RJYIG;No;0;8;None;Yes;46.78;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;861.99
8868-GAGIO;Yes;8;45;None;Yes;22.8;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;4739.95
4061-UKJWL;No;0;3;None;Yes;20.37;No;Yes;Cable;Month-to-Month;No;Credit Card;202.81
5380-XPJNZ;No;0;38;None;Yes;40.64;No;No;None;One Year;No;Credit Card;2222.52
8263-QMNTJ;Yes;2;72;Offer A;Yes;47.82;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;11868.34
3230-JCNZS;Yes;4;71;Offer A;Yes;15.73;Yes;Yes;Fiber Optic;Two Year;Yes;Credit Card;8178.48
0277-ORXQS;Yes;9;66;Offer A;No;0;No;Yes;Cable;Two Year;No;Bank Withdrawal;3474.55
7996-BPXHY;Yes;5;13;None;Yes;35.19;Yes;No;None;Two Year;Yes;Bank Withdrawal;789.97
3227-WLKLI;Yes;1;65;None;Yes;10.11;Yes;Yes;Cable;Two Year;No;Bank Withdrawal;6621.1
2266-FUBDZ;Yes;2;15;None;Yes;46.47;No;No;None;Two Year;No;Credit Card;975.9
8237-ULIXL;Yes;1;72;Offer A;Yes;13.27;Yes;No;None;Two Year;No;Credit Card;2827.29
8216-AZUUZ;Yes;1;42;None;Yes;12.6;No;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;4832.85
9153-BTBVV;Yes;1;71;Offer A;Yes;48.01;Yes;No;None;Two Year;No;Bank Withdrawal;5161.71
5186-PEIZU;No;0;35;None;Yes;37.81;No;No;None;Month-to-Month;No;Bank Withdrawal;1941
1074-AMIOH;Yes;1;53;None;Yes;43.39;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;8234.77
4361-FEBGN;No;0;48;None;Yes;33.68;No;No;None;Two Year;No;Credit Card;2599.59
0380-ZCSBI;No;0;10;None;Yes;4.42;No;No;None;Month-to-Month;No;Credit Card;242.9
7145-FEJWU;No;0;12;None;Yes;16.96;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1479.17
3969-JQABI;No;0;58;None;Yes;40.16;No;Yes;DSL;Month-to-Month;Yes;Credit Card;6230.88
9624-EGDEQ;No;0;37;None;Yes;41.99;No;No;None;Two Year;No;Credit Card;2366.93
1051-EQPZR;Yes;1;44;None;Yes;4.17;No;No;None;Month-to-Month;No;Credit Card;963.73
5849-ASHZJ;No;0;27;None;Yes;17.3;No;No;None;One Year;No;Credit Card;1020
5780-INQIK;No;0;8;None;Yes;20.9;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;575.45
8384-FZBJK;Yes;1;57;None;Yes;32.37;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;7456.79
3750-RNQKR;No;0;12;None;Yes;18.12;No;No;None;Month-to-Month;No;Credit Card;463.69
0962-CQPWQ;Yes;1;62;None;Yes;2.41;No;No;None;Two Year;No;Bank Withdrawal;1445.57
3096-YXENJ;Yes;1;65;None;Yes;27.69;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;8882.7
1265-BCFEO;Yes;1;71;Offer A;Yes;26.58;Yes;Yes;Cable;Two Year;Yes;Bank Withdrawal;7549.43
5837-LXSDN;Yes;1;21;None;Yes;35.72;No;Yes;Cable;One Year;Yes;Credit Card;1965.57
5945-AZYHT;Yes;9;71;Offer A;Yes;49.32;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;11355.87
8325-QRPZR;No;0;7;None;Yes;30.06;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;745.42
6384-VMJHP;No;0;72;Offer A;Yes;23.02;No;Yes;Cable;Two Year;Yes;Credit Card;6922.64
2262-SLNVK;No;0;1;None;Yes;1.15;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;71.25
7730-CLDSV;Yes;6;72;Offer A;Yes;35.21;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;9664.57
1135-HIORI;Yes;3;64;Offer B;Yes;39.37;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;9786.63
0164-APGRB;No;0;72;Offer A;Yes;48.37;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;11979.34
6481-ESCNL;No;0;29;None;Yes;10.67;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;3188.18
1790-NESIO;No;0;13;None;Yes;6.56;No;No;None;Two Year;Yes;Credit Card;346.58
1550-EENBN;No;0;31;None;Yes;45.71;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;4622.61
8198-RKSZG;Yes;8;14;Offer D;Yes;9.77;Yes;Yes;DSL;Month-to-Month;No;Credit Card;1273.83
9297-EONCV;No;0;72;Offer A;Yes;44.21;Yes;Yes;DSL;Two Year;Yes;Bank Withdrawal;9880.32
1069-QJOEE;No;0;25;None;Yes;18.87;No;No;None;One Year;No;Bank Withdrawal;977.2
7799-DSEWS;No;0;18;Offer D;Yes;48.68;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;2176.04
8766-PAFNE;Yes;6;71;Offer A;Yes;28.02;No;Yes;DSL;Two Year;Yes;Credit Card;7554.27
3130-ICDUP;No;0;2;None;Yes;5.3;Yes;Yes;Fiber Optic;Month-to-Month;No;Credit Card;198.7
0820-FNRNX;Yes;1;17;Offer D;Yes;29.87;Yes;Yes;DSL;Month-to-Month;Yes;Mailed Check;1584.84
0880-FVFWF;No;0;56;Offer B;Yes;37.15;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;7002.8
4611-ANLQC;Yes;7;60;Offer B;No;0;No;Yes;Cable;One Year;No;Bank Withdrawal;2911.5
4213-HKBJO;No;0;33;None;Yes;36.5;Yes;No;None;Two Year;No;Credit Card;2030.6
2792-LSHWX;No;0;1;None;Yes;43.06;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;126.46
0014-BMAQU;Yes;8;63;Offer B;Yes;12.96;Yes;Yes;Fiber Optic;Two Year;Yes;Credit Card;6214.28
9018-PCIOK;No;0;55;Offer B;Yes;27;No;Yes;Cable;Two Year;Yes;Mailed Check;5102.1
4837-QUSFT;Yes;8;65;Offer B;Yes;36.62;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;9023.8
9953-ZMKSM;No;0;63;Offer B;Yes;4.01;Yes;No;None;Two Year;No;Mailed Check;1811.93
7665-NKLAV;Yes;5;36;None;No;0;No;Yes;Cable;Two Year;No;Credit Card;1547.35
4391-LNRXK;No;0;22;Offer D;Yes;48.07;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3200.34
8562-GHPPI;No;0;1;None;Yes;11.96;No;No;None;Month-to-Month;No;Credit Card;31.76
5893-PYOLZ;No;0;56;Offer B;Yes;49.36;No;Yes;DSL;Two Year;Yes;Credit Card;7298.61
4986-MXSFP;No;0;2;Offer E;Yes;43.27;No;No;None;Month-to-Month;Yes;Mailed Check;127.44
6131-FOYAS;No;0;35;None;Yes;20.61;Yes;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;2816.25
3027-YNWZU;Yes;5;64;Offer B;Yes;6.81;Yes;No;None;Two Year;No;Credit Card;2020.64
5609-IMCGG;No;0;15;Offer D;Yes;6.22;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1395.95
4727-MCYZG;No;0;1;Offer E;Yes;33.32;No;Yes;DSL;Month-to-Month;No;Mailed Check;118.87
9481-WHGWY;Yes;9;70;Offer A;Yes;39.53;No;Yes;DSL;Two Year;No;Credit Card;8204.85
4328-VUFWD;No;0;39;None;Yes;6.77;No;Yes;DSL;One Year;No;Bank Withdrawal;2473.18
3301-LSLWQ;No;0;29;None;Yes;17.87;Yes;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;2430.38
7473-ZBDSN;Yes;2;14;Offer D;Yes;44.55;No;No;None;Two Year;No;Mailed Check;879.25
3166-PNEOF;No;0;61;Offer B;Yes;4.51;Yes;Yes;Cable;Two Year;No;Credit Card;5450.41
5639-NTUPK;No;0;13;Offer D;Yes;19.17;No;Yes;Cable;Month-to-Month;Yes;Credit Card;919.86
8780-YRMTT;No;0;66;Offer A;No;0;No;Yes;DSL;Two Year;Yes;Mailed Check;3177.25
5140-FOMCQ;Yes;7;59;Offer B;Yes;40.47;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;8945.48
6242-SGYTS;Yes;6;62;Offer B;Yes;15.76;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;6768.97
8414-OOEEL;No;0;66;Offer A;Yes;12.48;No;Yes;DSL;Two Year;Yes;Credit Card;6019.78
8454-AATJP;No;0;72;Offer A;Yes;19.6;Yes;Yes;Fiber Optic;Two Year;No;Credit Card;9816.2
4531-AUZNK;Yes;2;51;Offer B;Yes;18.42;Yes;Yes;Fiber Optic;One Year;Yes;Mailed Check;5939.47
4191-XOVOM;No;0;63;Offer B;Yes;22.73;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;8275.19
2150-OEGBV;No;0;27;None;Yes;33.4;No;No;None;One Year;No;Bank Withdrawal;1464.4
4878-BUNFV;Yes;10;42;Offer B;Yes;32.02;No;No;None;Two Year;No;Mailed Check;2173.69
1872-EBWSC;No;0;29;None;Yes;21.19;No;No;None;One Year;No;Mailed Check;1231.86
7026-YMSBE;No;0;30;None;Yes;24.57;No;No;None;One Year;No;Mailed Check;1362.15
6997-UVGOX;Yes;9;71;Offer A;Yes;22.83;No;Yes;DSL;Two Year;No;Bank Withdrawal;7650.83
9674-EHPPG;Yes;6;46;Offer B;No;0;No;Yes;DSL;Two Year;No;Credit Card;1922.7
5440-VHLUL;No;0;69;Offer A;Yes;44.57;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;10461.38
5781-BKHOP;Yes;10;72;Offer A;Yes;41.68;Yes;Yes;Fiber Optic;Two Year;No;Bank Withdrawal;10335.01
5213-TWWJU;No;0;28;None;Yes;45.24;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;3892.87
7629-WIXZF;No;0;7;None;Yes;6.83;No;Yes;DSL;One Year;Yes;Bank Withdrawal;417.06
5445-GLVOT;No;0;22;Offer D;Yes;31.53;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;1742.71
3976-HXHCE;No;0;72;None;Yes;45.75;No;No;None;Two Year;No;Bank Withdrawal;4708.8
2466-NEJOJ;Yes;6;8;Offer E;Yes;26.17;No;No;None;Month-to-Month;No;Credit Card;379.11
0254-KCJGT;Yes;6;52;Offer B;Yes;41.34;Yes;Yes;Cable;One Year;Yes;Credit Card;6504.13
5472-CVMDX;No;0;68;None;No;0;No;Yes;DSL;Two Year;No;Credit Card;2719.2
6461-SZMCV;Yes;7;71;None;Yes;9.06;Yes;Yes;DSL;Two Year;No;Bank Withdrawal;7008.61
8150-QUDFX;No;0;2;Offer E;Yes;27.47;No;No;None;Month-to-Month;No;Credit Card;106.54
2346-DJQTB;No;0;35;None;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;852.5
1697-LYYYX;Yes;8;61;None;Yes;42.11;No;No;None;One Year;No;Credit Card;3712.51
1942-OQFRW;No;0;1;Offer E;Yes;13.4;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;57.4
9640-ZSLDC;Yes;3;53;None;Yes;31.99;No;Yes;DSL;One Year;No;Credit Card;4992.47
4231-LZUYM;Yes;4;72;None;Yes;12.58;Yes;No;None;Two Year;No;Bank Withdrawal;2792.76
3594-BDSOA;Yes;6;24;None;Yes;35.86;No;No;None;One Year;No;Credit Card;1343.44
5133-VRSAB;No;0;8;Offer E;No;0;No;Yes;Cable;Month-to-Month;No;Credit Card;226.45
5996-DAOQL;No;0;1;Offer E;Yes;42.17;No;No;None;Month-to-Month;Yes;Credit Card;62.62
6838-YAUVY;No;0;54;None;Yes;11.76;Yes;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;5699.89
0484-JPBRU;No;0;41;None;Yes;41.21;Yes;No;None;Month-to-Month;Yes;Bank Withdrawal;2686.06
7883-ROJOC;No;0;19;Offer D;Yes;34.51;No;Yes;Cable;Month-to-Month;No;Credit Card;1495.34
0244-LGNFY;Yes;4;72;None;Yes;30;Yes;Yes;DSL;Two Year;No;Bank Withdrawal;8893
7274-CGTOD;No;0;62;None;No;0;No;Yes;DSL;Two Year;Yes;Bank Withdrawal;2618.3
4635-EJYPD;Yes;2;32;None;Yes;35.39;No;No;None;Two Year;No;Credit Card;1746.43
1866-ZSLJM;No;0;21;Offer D;Yes;32.89;No;No;None;Month-to-Month;No;Credit Card;1093.54
4636-TVXVG;Yes;9;62;None;Yes;47.96;No;No;None;One Year;No;Bank Withdrawal;4218.32
4236-UJPWO;No;0;2;Offer E;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;46.4
9392-XBGTD;No;0;27;None;Yes;8.55;No;No;None;Two Year;No;Credit Card;812.7
6402-SSEJG;No;0;25;None;No;0;No;Yes;DSL;One Year;No;Bank Withdrawal;1540.2
1169-SAOCL;No;0;49;None;Yes;22.52;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;6401.58
1110-KYLGQ;No;0;63;None;Yes;5.17;Yes;Yes;Fiber Optic;Month-to-Month;No;Credit Card;7105.81
9929-PLVPA;No;0;4;Offer E;Yes;30.79;No;No;None;Month-to-Month;No;Credit Card;217.66
3518-PZXZQ;Yes;8;1;None;Yes;36.69;No;Yes;DSL;Month-to-Month;Yes;Credit Card;91.99
2371-JUNGC;No;0;11;Offer D;Yes;28.62;No;No;None;Month-to-Month;No;Credit Card;522.82
5074-FBGHB;No;0;64;None;Yes;25.95;Yes;Yes;Fiber Optic;One Year;Yes;Credit Card;8550.6
2351-BKRZW;Yes;10;43;None;Yes;29.98;No;Yes;Cable;Two Year;No;Bank Withdrawal;4543.49
4455-BFSPD;Yes;5;61;None;Yes;36.13;Yes;Yes;Fiber Optic;One Year;No;Bank Withdrawal;8587.83
3948-KXDUF;No;0;66;None;Yes;20.52;Yes;Yes;Cable;Two Year;No;Bank Withdrawal;5801.87
2323-ARSVR;Yes;8;67;None;Yes;46.89;No;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;10462.68
0815-MFZGM;Yes;9;42;None;Yes;1.31;No;Yes;Fiber Optic;Two Year;Yes;Credit Card;4190.02
5480-XTFFL;Yes;3;31;Offer C;Yes;9.8;No;No;None;Two Year;No;Credit Card;1001.5
8295-FHIVV;No;0;7;None;Yes;9.19;No;No;None;Month-to-Month;Yes;Credit Card;232.98
9086-YJYXS;No;0;34;Offer C;Yes;5.39;Yes;Yes;Cable;One Year;No;Bank Withdrawal;2937.06
1179-INLAT;No;0;3;None;Yes;2.78;No;No;None;One Year;Yes;Credit Card;77.59
7909-FIOIY;Yes;4;19;Offer D;No;0;No;Yes;Cable;Month-to-Month;Yes;Credit Card;434.8
6351-SCJKT;No;0;3;None;No;0;No;Yes;Cable;Month-to-Month;No;Credit Card;107.25
5468-BPMMO;Yes;3;46;None;Yes;16.07;No;No;None;Month-to-Month;No;Bank Withdrawal;1590.42
0197-PNKNK;Yes;7;69;None;Yes;38.92;Yes;Yes;Fiber Optic;One Year;No;Bank Withdrawal;8574.08
2439-QKJUL;No;0;5;None;Yes;7.83;No;No;None;Month-to-Month;No;Credit Card;148.95
1194-SPVSP;No;0;1;None;Yes;27.88;No;No;None;Month-to-Month;No;Bank Withdrawal;47.53
9534-NSXEM;No;0;26;Offer C;Yes;31.53;No;No;None;One Year;Yes;Credit Card;1415.28
8929-KSWIH;No;0;25;Offer C;Yes;4.94;No;Yes;Fiber Optic;Two Year;No;Bank Withdrawal;2637
2250-IVBWA;Yes;4;64;None;Yes;49.49;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;8302.71
1810-MVMAI;Yes;4;30;Offer C;Yes;48.04;Yes;Yes;Cable;Month-to-Month;No;Bank Withdrawal;3441.4
9506-UXUSK;No;0;13;Offer D;Yes;39.17;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1590.96
1229-RCALF;Yes;1;64;None;Yes;46.44;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;10368.31
3572-UOLYZ;No;0;46;None;Yes;4.08;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4146.53
1429-UYJSV;No;0;12;Offer D;Yes;36.65;No;No;None;One Year;No;Credit Card;700.7
6366-XIVKZ;Yes;3;13;None;Yes;39.2;No;Yes;Cable;Month-to-Month;Yes;Credit Card;1326.4
3470-OBUET;Yes;5;67;None;Yes;43.01;Yes;Yes;Cable;Two Year;No;Credit Card;7750.07
2770-NSVDG;Yes;4;24;Offer C;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;688
9375-MHRRS;No;0;6;Offer E;Yes;23.01;No;Yes;DSL;Month-to-Month;No;Credit Card;466.41
4860-YZGZM;No;0;10;None;Yes;39.39;No;No;None;Month-to-Month;No;Bank Withdrawal;579.3
6599-GZWCM;No;0;13;None;Yes;42.62;No;Yes;Fiber Optic;One Year;Yes;Credit Card;1520.31
