id_cliente;status;categoria_churn;saida_trimestre
8098-TDCBU;Stayed;;No
3551-GAEGL;Stayed;;No
3196-NVXLZ;Stayed;;No
0036-IHMOT;Stayed;;No
4178-EGMON;Stayed;;No
4220-TINQT;Stayed;;No
5318-YKDPV;Stayed;;No
7975-TZMLR;Stayed;;No
0295-QVKPB;Stayed;;No
4335-BSMJS;Stayed;;No
9146-JRIOX;Stayed;;No
5337-IIWKZ;Stayed;;No
9650-VBUOG;Stayed;;No
3487-EARAT;Stayed;;No
2672-TGEFF;Stayed;;No
8184-WMOFI;Stayed;;No
6092-QZVPP;Stayed;;No
4625-LAMOB;Stayed;;No
0392-BZIUW;Stayed;;No
6549-NNDYT;Stayed;;No
0422-OHQHQ;Stayed;;No
6916-HIJSE;Stayed;;No
2316-ESMLS;Stayed;;No
9778-OGKQZ;Stayed;;No
7408-OFWXJ;Stayed;;No
6007-TCTST;Stayed;;No
2252-NKNSI;Stayed;;No
8713-IGZSO;Joined;;No
7905-TVXTA;Stayed;;No
7695-PKLCZ;Stayed;;No
8374-UULRV;Stayed;;No
3224-DFQNQ;Stayed;;No
5275-PMFUT;Stayed;;No
4795-UXVCJ;Stayed;;No
9777-IQHWP;Stayed;;No
0979-MOZQI;Stayed;;No
2732-ISEZX;Stayed;;No
0323-XWWTN;Joined;;No
1937-OTUKY;Stayed;;No
1573-LGXBA;Stayed;;No
1764-VUUMT;Stayed;;No
4713-ZBURT;Stayed;;No
3050-GBUSH;Joined;;No
7876-AEHIG;Stayed;;No
7945-HLKEA;Stayed;;No
9342-VNIMQ;Stayed;;No
3199-NPKCN;Stayed;;No
5170-PTRKA;Stayed;;No
4661-NJEUX;Joined;;No
0048-LUMLS;Stayed;;No
5898-IGSLP;Stayed;;No
7997-EASSD;Stayed;;No
0730-KOAVE;Stayed;;No
8975-SKGRX;Stayed;;No
0678-RLHVP;Stayed;;No
2267-FPIMA;Stayed;;No
1051-GEJLJ;Joined;;No
5285-MVEHD;Stayed;;No
0379-DJQHR;Stayed;;No
5543-QDCRY;Stayed;;No
0297-RBCSG;Stayed;;No
4694-PHWFW;Stayed;;No
0835-JKADZ;Stayed;;No
3865-YIOTT;Stayed;;No
5993-BQHEA;Stayed;;No
6024-RUGGH;Stayed;;No
4079-WWQQQ;Stayed;;No
6103-BOCOU;Stayed;;No
5149-TGWDZ;Stayed;;No
7471-WNSUF;Stayed;;No
8942-DBMHZ;Stayed;;No
4301-VVZKA;Stayed;;No
9199-PWQVC;Stayed;;No
5393-HJZSM;Stayed;;No
0862-PRCBS;Stayed;;No
8812-ZRHFP;Stayed;;No
5146-CBVOE;Stayed;;No
0454-OKRCT;Stayed;;No
5787-KXGIY;Stayed;;No
4198-VFOEA;Stayed;;No
5709-LVOEQ;Stayed;;No
2692-AQCPF;Stayed;;No
0347-UBKUZ;Stayed;;No
0835-DUUIQ;Stayed;;No
0811-GSDTP;Stayed;;No
7567-ECMCM;Stayed;;No
6115-ZTBFQ;Stayed;;No
6353-BRMMA;Stayed;;No
6231-WFGFH;Stayed;;No
6169-PPETC;Stayed;;No
8584-KMVXD;Stayed;;No
8467-WYNSR;Stayed;;No
0851-DFJKB;Stayed;;No
5382-SOYZL;Stayed;;No
3261-CQXOL;Stayed;;No
8388-FYNPZ;Stayed;;No
4002-BQWPQ;Stayed;;No
5651-YLPRD;Stayed;;No
4378-BZYFP;Stayed;;No
7764-BDPEE;Joined;;No
3429-IFLEM;Stayed;;No
5002-GCQFH;Stayed;;No
0556-FJEGU;Stayed;;No
0604-THJFP;Stayed;;No
5879-SESNB;Stayed;;No
6461-PPAXN;Stayed;;No
3318-ISQFQ;Stayed;;No
1106-HRLKZ;Stayed;;No
2483-XSSMZ;Stayed;;No
8165-ZJRNM;Stayed;;No
2604-XVDAM;Stayed;;No
3717-OFRTN;Joined;;No
9046-JBFWA;Stayed;;No
3280-NMUVX;Stayed;;No
1206-EHBDD;Stayed;;No
8361-LBRDI;Stayed;;No
4883-KCPZJ;Stayed;;No
9108-EQPNQ;Stayed;;No
7277-KAMWT;Stayed;;No
2545-LXYVJ;Stayed;;No
3234-VKACU;Joined;;No
8120-JDCAM;Stayed;;No
8917-FAEMR;Stayed;;No
7047-YXDMZ;Stayed;;No
0929-HYQEW;Joined;;No
6614-YOLAC;Stayed;;No
7426-RHZGU;Stayed;;No
4065-JJAVA;Joined;;No
7649-SIJJF;Stayed;;No
9361-YNQWJ;Stayed;;No
3748-FVMZZ;Stayed;;No
9391-TTOYH;Stayed;;No
1452-XRSJV;Stayed;;No
3422-WJOYD;Stayed;;No
7147-AYBAA;Stayed;;No
6732-FZUGP;Stayed;;No
8329-GWVPJ;Stayed;;No
1352-VHKAJ;Stayed;;No
2632-TACXW;Stayed;;No
8146-QQKZH;Stayed;;No
1767-CJKBA;Stayed;;No
6445-TNRXS;Stayed;;No
4581-LNWUM;Stayed;;No
4869-EPIUS;Stayed;;No
1915-OAKWD;Stayed;;No
7296-PIXQY;Stayed;;No
3354-OADJP;Stayed;;No
3524-WQDSG;Stayed;;No
0810-DHDBD;Stayed;;No
4026-SKKHW;Joined;;No
2829-HYVZP;Stayed;;No
3845-JHAMY;Stayed;;No
7013-PSXHK;Stayed;;No
3486-NPGST;Stayed;;No
6100-FJZDG;Stayed;;No
1730-VFMWO;Stayed;;No
7143-BQIBA;Stayed;;No
3800-LYTRK;Stayed;;No
9646-NMHXE;Stayed;;No
7030-NJVDP;Stayed;;No
7771-ZONAT;Stayed;;No
2111-DWYHN;Joined;;No
4194-WHFCB;Stayed;;No
4121-AGSIN;Stayed;;No
0455-XFASS;Joined;;No
0301-KOBTQ;Stayed;;No
4367-NUYAO;Stayed;;No
9170-ARBTB;Stayed;;No
7241-AJHFS;Stayed;;No
4546-FOKWR;Stayed;;No
9036-CSKBW;Stayed;;No
5832-TRLPB;Stayed;;No
8590-YFFQO;Stayed;;No
8659-IOOPU;Stayed;;No
1338-CECEE;Stayed;;No
7439-DKZTW;Joined;;No
4646-QZXTF;Stayed;;No
9742-XOKTS;Stayed;;No
6921-OZMFH;Stayed;;No
9578-FOMUK;Stayed;;No
4712-UYOOI;Stayed;;No
7722-CVFXN;Stayed;;No
8717-VCTXJ;Stayed;;No
7363-QTBIW;Stayed;;No
4159-NAAIX;Stayed;;No
0971-QIFJK;Stayed;;No
9397-TZSHA;Stayed;;No
3391-JSQEW;Stayed;;No
0343-QLUZP;Stayed;;No
3312-UUMZW;Stayed;;No
1271-UODNO;Stayed;;No
8461-EFQYM;Stayed;;No
6900-RBKER;Stayed;;No
6891-JPYFF;Stayed;;No
1459-QNFQT;Stayed;;No
1047-NNCBF;Stayed;;No
3696-XRIEN;Stayed;;No
0074-HDKDG;Stayed;;No
8791-GFXLZ;Stayed;;No
9330-DHBFL;Stayed;;No
0098-BOWSO;Stayed;;No
5859-HZYLF;Stayed;;No
3156-QLHBO;Joined;;No
2208-NQBCT;Stayed;;No
6621-NRZAK;Stayed;;No
0831-JNISG;Stayed;;No
0774-IFUVM;Stayed;;No
9553-DLCLU;Stayed;;No
1641-BYBTK;Stayed;;No
2446-ZKVAF;Stayed;;No
3522-CDKHF;Stayed;;No
1430-SFQSA;Stayed;;No
0411-EZJZE;Joined;;No
8807-ARQET;Stayed;;No
8992-CEUEN;Joined;;No
4320-QMLLA;Stayed;;No
8777-PVYGU;Stayed;;No
8292-ITGYJ;Stayed;;No
6870-ZWMNX;Stayed;;No
0621-CXBKL;Stayed;;No
5334-JLAXU;Stayed;;No
9359-UGBTK;Stayed;;No
6479-OAUSD;Stayed;;No
7129-ACFOG;Stayed;;No
4189-NAKJS;Stayed;;No
5562-BETPV;Joined;;No
9127-FHJBZ;Stayed;;No
6994-ORCWG;Stayed;;No
1346-UFHAX;Stayed;;No
2933-XEUJM;Stayed;;No
4835-YSJMR;Stayed;;No
3164-YAXFY;Stayed;;No
0887-WBJVH;Stayed;;No
4660-IRIBM;Stayed;;No
7670-ZBPOQ;Stayed;;No
0080-OROZO;Stayed;;No
3916-NRPAP;Joined;;No
6807-SIWJI;Stayed;;No
8221-HVAYI;Stayed;;No
5232-NXPAY;Stayed;;No
8967-SZQAS;Stayed;;No
0455-ENTCR;Stayed;;No
8944-AILEF;Stayed;;No
5542-NKVRU;Stayed;;No
7126-RBHSD;Stayed;;No
5370-IIVVL;Stayed;;No
6789-HJBWG;Stayed;;No
9087-EYCPR;Stayed;;No
6791-YBNAK;Stayed;;No
6077-BDPXA;Joined;;No
0013-MHZWF;Stayed;;No
8268-YDIXR;Stayed;;No
4291-SHSBH;Stayed;;No
6980-IMXXE;Stayed;;No
0040-HALCW;Stayed;;No
0784-GTUUK;Stayed;;No
2294-DMMUS;Stayed;;No
0872-JCPIB;Stayed;;No
3055-MJDSB;Stayed;;No
9091-WTUUY;Stayed;;No
7115-IRDHS;Stayed;;No
8496-DMZUK;Stayed;;No
2040-VZIKE;Stayed;;No
9068-VPWQQ;Stayed;;No
0178-SZBHO;Stayed;;No
0384-RVBPI;Stayed;;No
1299-AURJA;Stayed;;No
4525-VZCZG;Stayed;;No
2788-CJQAQ;Stayed;;No
0319-QZTCO;Joined;;No
2120-SMPEX;Stayed;;No
0096-FCPUF;Stayed;;No
0668-OGMHD;Stayed;;No
9408-HRXRK;Stayed;;No
5593-SUAOO;Stayed;;No
6766-HFKLA;Stayed;;No
7617-EYGLW;Joined;;No
2226-ICFDO;Stayed;;No
5529-GIBVH;Stayed;;No
9992-UJOEL;Joined;;No
4741-WWJQZ;Joined;;No
6625-UTXEW;Stayed;;No
6244-BESBM;Stayed;;No
2612-PHGOX;Stayed;;No
8480-PPONV;Stayed;;No
8780-IHCRN;Stayed;;No
4598-ZADCK;Stayed;;No
1257-SXUXQ;Stayed;;No
7182-OVLBJ;Stayed;;No
5095-ETBRJ;Stayed;;No
4821-WQOYN;Stayed;;No
4730-AWNAU;Stayed;;No
3452-FLHYD;Stayed;;No
9531-NSBMR;Stayed;;No
6260-ONULR;Joined;;No
4389-UEFCZ;Stayed;;No
8711-LOBKY;Stayed;;No
8985-OOPOS;Joined;;No
8800-ZKRFW;Stayed;;No
2616-FLVQC;Stayed;;No
9968-FFVVH;Stayed;;No
8390-FESFV;Stayed;;No
3022-BEXHZ;Stayed;;No
6248-TKCQV;Stayed;;No
6198-ZFIOJ;Stayed;;No
5989-OMNJE;Stayed;;No
1291-CUOCY;Stayed;;No
9795-SHUHB;Stayed;;No
3230-IUALN;Stayed;;No
0042-RLHYP;Stayed;;No
4945-RVMTE;Stayed;;No
1866-NXPSP;Stayed;;No
3941-XTSKM;Stayed;;No
1661-CZBAU;Stayed;;No
5158-RIVOP;Stayed;;No
9788-YTFGE;Stayed;;No
9277-JOOMO;Joined;;No
1907-YLNYW;Stayed;;No
8947-YRTDV;Stayed;;No
3161-ONRWK;Stayed;;No
0114-RSRRW;Stayed;;No
4565-NLZBV;Stayed;;No
6682-VCIXC;Stayed;;No
6475-VHUIZ;Stayed;;No
3910-MRQOY;Stayed;;No
0661-WCQNQ;Stayed;;No
7537-RBWEA;Joined;;No
4656-CAURT;Stayed;;No
0121-SNYRK;Stayed;;No
3733-LSYCE;Stayed;;No
6265-FRMTQ;Stayed;;No
1371-DWPAZ;Stayed;;No
2017-CCBLH;Stayed;;No
7690-KPNCU;Stayed;;No
0536-BGFMZ;Stayed;;No
2293-IJWPS;Stayed;;No
5469-NUJUR;Stayed;;No
2625-TRCZQ;Stayed;;No
4102-HLENU;Stayed;;No
7266-GSSJX;Stayed;;No
7722-VJRQD;Stayed;;No
7073-QETQY;Stayed;;No
5624-RYAMH;Stayed;;No
0196-JTUQI;Stayed;;No
7130-YXBRO;Stayed;;No
9272-LSVYH;Stayed;;No
3084-DOWLE;Stayed;;No
1084-MNSMJ;Stayed;;No
6250-CGGUN;Stayed;;No
5478-JJVZK;Stayed;;No
7596-IIWYC;Stayed;;No
9793-WECQC;Stayed;;No
4291-HPAXL;Joined;;No
8999-YPYBV;Stayed;;No
1839-FBNFR;Stayed;;No
3071-MVJCD;Stayed;;No
1697-BCSHV;Stayed;;No
0562-KBDVM;Stayed;;No
1131-SUEKT;Stayed;;No
3717-OEAUQ;Joined;;No
4538-WNTMJ;Stayed;;No
9432-RUVSL;Stayed;;No
8060-HIWJJ;Stayed;;No
7684-XSZIY;Stayed;;No
9089-UOWJG;Stayed;;No
8039-ACLPL;Stayed;;No
9885-AIBVB;Stayed;;No
1934-MKPXS;Stayed;;No
2592-YKDIF;Joined;;No
2272-JKMSI;Stayed;;No
8714-CTZJW;Stayed;;No
3569-EDBPQ;Stayed;;No
3131-NWVFJ;Stayed;;No
7521-YXVZY;Joined;;No
2373-NTKOD;Stayed;;No
1970-KKFWL;Stayed;;No
9337-SRRNI;Stayed;;No
0895-UADGO;Stayed;;No
5678-VFNEQ;Stayed;;No
5977-CKHON;Stayed;;No
1830-GGFNM;Stayed;;No
5302-BDJNT;Stayed;;No
5223-UZAVK;Stayed;;No
4859-ZSRDZ;Stayed;;No
9350-VLHMB;Stayed;;No
3498-LZGQZ;Stayed;;No
8785-CJSHH;Stayed;;No
3870-SPZSI;Stayed;;No
7560-QRBXH;Stayed;;No
7077-XJMET;Stayed;;No
4652-ODEVH;Stayed;;No
6510-UPNKS;Stayed;;No
6718-BDGHG;Stayed;;No
9046-DQMTP;Stayed;;No
6439-LAJXL;Stayed;;No
1666-JZPZT;Stayed;;No
5777-KJIRB;Stayed;;No
7677-SJJJK;Stayed;;No
3253-HKOKL;Stayed;;No
7055-HNEOJ;Joined;;No
5514-YQENT;Stayed;;No
3211-AAPKX;Stayed;;No
8445-DNBAE;Joined;;No
2958-NHPPS;Stayed;;No
1735-XMJVH;Stayed;;No
6890-PFRQX;Stayed;;No
5899-OUVKV;Stayed;;No
8681-ICONS;Stayed;;No
1621-YNCJH;Stayed;;No
6362-QHAFM;Stayed;;No
3070-BDOQC;Stayed;;No
6234-PFPXL;Stayed;;No
9824-QCJPK;Stayed;;No
4283-IVYCI;Stayed;;No
1866-OBPNR;Joined;;No
8205-MQUGY;Stayed;;No
8970-ANWXO;Stayed;;No
9480-BQJEI;Stayed;;No
6979-TNDEU;Stayed;;No
9777-WJJPR;Stayed;;No
9495-SKLKD;Stayed;;No
5067-DGXLL;Joined;;No
6281-FKEWS;Stayed;;No
8898-KASCD;Stayed;;No
9242-TKFSV;Stayed;;No
0743-HNPFG;Stayed;;No
5035-PGZXH;Stayed;;No
8695-WDYEA;Joined;;No
6543-JXSOO;Stayed;;No
8605-ITULD;Joined;;No
6416-YJTTB;Stayed;;No
4472-VESGY;Stayed;;No
3195-TQDZX;Joined;;No
3128-YOVTD;Stayed;;No
7041-TXQJH;Stayed;;No
5014-GSOUQ;Stayed;;No
5724-BIDBU;Stayed;;No
1769-GRUIK;Stayed;;No
8819-WFGGJ;Stayed;;No
7427-AUFPY;Stayed;;No
7898-PDWQE;Stayed;;No
9972-EWRJS;Stayed;;No
9314-IJWSQ;Stayed;;No
5799-JRCZO;Stayed;;No
1921-KYSAY;Stayed;;No
6198-RTPMF;Stayed;;No
2924-KHUVI;Stayed;;No
1925-GMVBW;Stayed;;No
6184-DYUOB;Joined;;No
9207-ZPANB;Stayed;;No
9327-QSDED;Stayed;;No
1656-DRSMG;Stayed;;No
3012-VFFMN;Stayed;;No
2984-AFWNC;Joined;;No
0640-YJTPY;Stayed;;No
8096-LOIST;Stayed;;No
9764-REAFF;Stayed;;No
7107-UBYKY;Stayed;;No
4881-GQJTW;Stayed;;No
7876-DNYAP;Stayed;;No
2882-WDTBA;Stayed;;No
2091-GPPIQ;Stayed;;No
5071-FBJFS;Stayed;;No
2796-UUZZO;Stayed;;No
2429-AYKKO;Stayed;;No
9798-OPFEM;Stayed;;No
3794-NFNCH;Stayed;;No
5193-QLVZB;Stayed;;No
7114-AEOZE;Stayed;;No
5522-NYKPB;Stayed;;No
6518-KZXCB;Stayed;;No
2245-ADZFJ;Stayed;;No
7776-QGYJC;Stayed;;No
9313-QOLTZ;Stayed;;No
4672-FOTSD;Stayed;;No
9818-XQCUV;Joined;;No
7338-ERIVA;Stayed;;No
8259-NFJTV;Stayed;;No
6968-GMKPR;Stayed;;No
4751-ERMAN;Stayed;;No
1436-ZMJAN;Stayed;;No
0799-DDIHE;Stayed;;No
3070-FNFZQ;Stayed;;No
2812-SFXMJ;Joined;;No
5014-WUQMG;Stayed;;No
5312-TSZVC;Stayed;;No
2782-JEEBU;Stayed;;No
5127-BZENZ;Stayed;;No
2720-FVBQP;Stayed;;No
4522-XRWWI;Stayed;;No
3766-EJLFL;Stayed;;No
5939-SXWHM;Stayed;;No
7643-RCHXS;Stayed;;No
8246-SHFGA;Stayed;;No
0620-XEFWH;Stayed;;No
6485-QXWWE;Stayed;;No
7321-VGNKU;Joined;;No
5327-CNLUQ;Stayed;;No
7552-KEYGT;Stayed;;No
5816-JMLGY;Stayed;;No
2927-QRRQV;Stayed;;No
6265-SXWBU;Stayed;;No
7941-RCJOW;Stayed;;No
2387-KDZQY;Stayed;;No
3584-WKTTW;Stayed;;No
3399-BMLVW;Stayed;;No
1971-DTCZB;Stayed;;No
3374-PZLXD;Stayed;;No
3813-DHBBB;Stayed;;No
2812-REYAT;Stayed;;No
6518-PPLMZ;Stayed;;No
4939-KYYPY;Stayed;;No
5930-GBIWP;Stayed;;No
6022-KOUQO;Joined;;No
2361-UPSND;Stayed;;No
6035-RIIOM;Stayed;;No
9504-DSHWM;Stayed;;No
5035-BVCXS;Stayed;;No
3533-UVMOM;Stayed;;No
1478-VPOAD;Joined;;No
9995-HOTOH;Stayed;;No
2988-PLAHS;Joined;;No
1371-OJCEK;Stayed;;No
4999-IEZLT;Stayed;;No
8883-ANODQ;Stayed;;No
2351-RRBUE;Stayed;;No
5980-BDHPY;Stayed;;No
1498-DQNRX;Stayed;;No
9469-WEJBT;Stayed;;No
2581-VKIRT;Stayed;;No
2851-MMUTZ;Stayed;;No
3307-TLCUD;Stayed;;No
6625-FLENO;Stayed;;No
2967-MXRAV;Joined;;No
8189-HBVRW;Stayed;;No
4163-KIUHY;Stayed;;No
3500-NSDOA;Stayed;;No
1171-TYKUR;Stayed;;No
1219-NNDDO;Stayed;;No
8388-DMKAE;Stayed;;No
4403-BWPAY;Stayed;;No
9659-QEQSY;Stayed;;No
5405-ZMYXQ;Stayed;;No
1442-OKRJE;Stayed;;No
4737-AQCPU;Stayed;;No
2808-CHTDM;Stayed;;No
0793-TWELN;Stayed;;No
3283-WCWXT;Stayed;;No
5451-MHQOF;Stayed;;No
4836-WNFNO;Stayed;;No
9225-BZLNZ;Stayed;;No
0354-VXMJC;Stayed;;No
4422-QVIJA;Stayed;;No
8332-OSJDW;Stayed;;No
4735-BJKOU;Stayed;;No
0274-JKUJR;Stayed;;No
5740-YHGTW;Stayed;;No
8917-SZTTJ;Stayed;;No
1696-MZVAU;Stayed;;No
7359-WWYJV;Stayed;;No
4906-ZHGPK;Stayed;;No
3795-GWTRD;Stayed;;No
1298-PHBTI;Stayed;;No
6223-DHJGV;Stayed;;No
6961-MJKBO;Stayed;;No
8158-WPEZG;Stayed;;No
0727-BNRLG;Stayed;;No
6435-SRWBJ;Stayed;;No
9964-WBQDJ;Stayed;;No
6303-KFWSL;Stayed;;No
1702-CCFNJ;Stayed;;No
8932-CZHRQ;Stayed;;No
0386-CWRGM;Stayed;;No
5515-RUGKN;Stayed;;No
0404-AHASP;Stayed;;No
7279-NMVJC;Stayed;;No
2081-VEYEH;Joined;;No
9060-HJJRW;Stayed;;No
2587-YNLES;Stayed;;No
7398-SKNQZ;Joined;;No
1958-RNRKS;Stayed;;No
5136-RGMZO;Stayed;;No
8345-MVDYC;Stayed;;No
8226-BXGES;Stayed;;No
1015-OWJKI;Joined;;No
2040-XBAVJ;Stayed;;No
8887-IPQNC;Stayed;;No
8646-JCOMS;Stayed;;No
1222-KJNZD;Stayed;;No
0106-GHRQR;Stayed;;No
3768-VHXQO;Stayed;;No
8952-WCVCD;Stayed;;No
2418-TPEUN;Stayed;;No
3963-RYFNS;Stayed;;No
8540-ZQGEA;Stayed;;No
4137-JOPHL;Stayed;;No
7801-CEDNV;Stayed;;No
3658-QQJYD;Stayed;;No
1803-BGNBD;Stayed;;No
6950-TWMYB;Stayed;;No
5848-FHRFC;Stayed;;No
2243-FNMMI;Stayed;;No
2511-MORQY;Stayed;;No
5356-KZCKT;Stayed;;No
9470-XCCEM;Stayed;;No
6519-CFDBX;Joined;;No
3902-MIVLE;Stayed;;No
0409-WTMPL;Stayed;;No
8763-KIAFH;Stayed;;No
3669-WHAFY;Stayed;;No
3055-VTCGS;Stayed;;No
3144-KMTWZ;Stayed;;No
2007-QVGAW;Stayed;;No
5207-PLSTK;Joined;;No
2155-AMQRX;Stayed;;No
6181-AXXYF;Stayed;;No
5091-HFAZW;Joined;;No
1568-LJSZU;Stayed;;No
7416-CKTEP;Stayed;;No
2586-CWXVV;Stayed;;No
2348-KCJLT;Stayed;;No
8401-EMUWF;Stayed;;No
4193-IBKSW;Stayed;;No
5377-NDTOU;Stayed;;No
2474-LCNUE;Stayed;;No
0839-QNXME;Stayed;;No
3506-OVLKD;Stayed;;No
6650-VJONK;Joined;;No
2178-PMGCJ;Stayed;;No
7492-TAFJD;Stayed;;No
2773-MADBQ;Stayed;;No
6016-LVTJQ;Stayed;;No
7860-KSUGX;Stayed;;No
8966-KZXXA;Stayed;;No
5149-QYTTU;Stayed;;No
2085-BOJKI;Stayed;;No
0817-HSUSE;Joined;;No
5442-PPTJY;Stayed;;No
1927-QEWMY;Stayed;;No
1663-MHLHE;Joined;;No
4450-MDZFX;Stayed;;No
6701-DHKWQ;Stayed;;No
7554-AKDQF;Stayed;;No
0794-YVSGE;Stayed;;No
5423-BHIXO;Stayed;;No
6908-VVYHM;Stayed;;No
2959-EEXWB;Stayed;;No
1839-UMACK;Stayed;;No
3030-YDNRM;Stayed;;No
7321-KKSDU;Stayed;;No
8286-AFUYI;Joined;;No
8356-WUAOJ;Joined;;No
9350-ZXYJC;Stayed;;No
8958-JPTRR;Stayed;;No
6959-GQEGV;Stayed;;No
3173-WSSUE;Stayed;;No
1265-HVPZB;Stayed;;No
4115-UMJFQ;Stayed;;No
7369-TRPFD;Stayed;;No
1098-KFQEC;Stayed;;No
7190-XHTWJ;Stayed;;No
5296-BFCYD;Stayed;;No
9359-JANWS;Stayed;;No
3279-DYZQM;Stayed;;No
9575-IWCAZ;Stayed;;No
7940-UQQUG;Stayed;;No
3961-SXAXY;Joined;;No
7010-BRBUU;Stayed;;No
3566-HJGPK;Joined;;No
3062-ICYZQ;Stayed;;No
9938-PRCVK;Stayed;;No
0973-KYVNF;Stayed;;No
5129-HHMZC;Stayed;;No
9637-CDTKZ;Stayed;;No
3946-JEWRQ;Stayed;;No
7873-CVMAW;Stayed;;No
0463-WZZKO;Joined;;No
4524-QCSSM;Stayed;;No
5832-EXGTT;Stayed;;No
2039-JONDJ;Stayed;;No
7217-JYHOQ;Stayed;;No
6695-FRVEC;Stayed;;No
9894-QMIMJ;Stayed;;No
8069-YQQAJ;Stayed;;No
3466-WAESX;Stayed;;No
9281-PKKZE;Stayed;;No
3638-VBZTA;Stayed;;No
7459-IMVYU;Stayed;;No
8563-OYMQY;Stayed;;No
0754-EEBDC;Stayed;;No
5777-ZPQNC;Stayed;;No
1951-IEYXM;Stayed;;No
3318-NMQXL;Joined;;No
1022-RKXDR;Stayed;;No
2361-FJWNO;Stayed;;No
2272-UOINI;Stayed;;No
8232-UTFOZ;Stayed;;No
3750-YHRYO;Stayed;;No
6637-KYRCV;Stayed;;No
5668-MEISB;Stayed;;No
0129-QMPDR;Stayed;;No
7188-CBBBA;Stayed;;No
5356-CSVSQ;Joined;;No
3221-CJMSG;Stayed;;No
2801-NISEI;Stayed;;No
4623-ZKHLY;Stayed;;No
6732-VAILE;Stayed;;No
8201-AAXCB;Stayed;;No
7696-CFTAT;Stayed;;No
2123-VSCOT;Stayed;;No
2018-QKYGT;Joined;;No
2792-VPPET;Joined;;No
7409-JURKQ;Stayed;;No
3247-MHJKM;Joined;;No
1964-SVLEA;Stayed;;No
7297-DVYGA;Stayed;;No
2239-CGBUZ;Stayed;;No
0854-UYHZD;Stayed;;No
7243-LCGGZ;Joined;;No
8267-KFGYD;Joined;;No
4890-VMUAV;Stayed;;No
9261-WDCAF;Joined;;No
3764-MNMOI;Stayed;;No
7442-YGZFK;Joined;;No
8229-BUJHX;Stayed;;No
7449-HVPIV;Stayed;;No
5504-WSIUR;Stayed;;No
8466-PZBLH;Stayed;;No
8735-IJJEG;Stayed;;No
0564-MUUQK;Stayed;;No
0701-RFGFI;Stayed;;No
0019-EFAEP;Stayed;;No
5619-PTMIK;Stayed;;No
3737-XBQDD;Stayed;;No
5882-CMAZQ;Stayed;;No
5846-QFDFI;Stayed;;No
4445-KWOKW;Stayed;;No
3511-APPBJ;Stayed;;No
7967-HYCDE;Stayed;;No
2430-RRYUW;Stayed;;No
5447-WZAFP;Stayed;;No
5110-CHOPY;Stayed;;No
4425-OWHWB;Stayed;;No
7892-QVYKW;Stayed;;No
9675-ICXCT;Stayed;;No
4703-MQYKT;Stayed;;No
0602-DDUML;Stayed;;No
2208-MPXIO;Stayed;;No
1960-UYCNN;Stayed;;No
3190-FZATL;Stayed;;No
7336-RLLRH;Stayed;;No
7710-JSYOA;Stayed;;No
9885-MFVSU;Stayed;;No
0607-MVMGC;Stayed;;No
3365-SAIGS;Stayed;;No
8022-BECSI;Stayed;;No
9993-LHIEB;Stayed;;No
0266-CLZKZ;Stayed;;No
3977-QCRSL;Stayed;;No
0017-DINOC;Stayed;;No
7639-OPLNG;Stayed;;No
1492-QGCLU;Stayed;;No
7328-OWMOM;Stayed;;No
4418-LZMSV;Stayed;;No
5155-AZQPB;Stayed;;No
1087-GRUYI;Stayed;;No
2546-KZAAT;Stayed;;No
0181-RITDD;Stayed;;No
5989-PGKJB;Stayed;;No
8272-ONJLV;Stayed;;No
1488-PBLJN;Stayed;;No
3778-FOAQW;Stayed;;No
4452-ROHMO;Stayed;;No
3090-LETTY;Joined;;No
5349-AZPEW;Stayed;;No
9720-JJJOR;Stayed;;No
8100-HZZLJ;Stayed;;No
7398-HPYZQ;Stayed;;No
3546-GHEAE;Stayed;;No
2550-QHZGP;Stayed;;No
7519-JTWQH;Stayed;;No
2538-OIMXF;Joined;;No
8543-MSDMF;Joined;;No
1170-SASML;Stayed;;No
4872-JCVCA;Stayed;;No
5346-BZCHP;Stayed;;No
2038-LLMLM;Stayed;;No
1216-BGTSP;Stayed;;No
4138-NAXED;Stayed;;No
0744-BIKKF;Stayed;;No
7483-IQWIB;Stayed;;No
5248-KWLAR;Stayed;;No
7996-MHXLW;Stayed;;No
7833-PKIHD;Stayed;;No
7061-OVMIM;Stayed;;No
5153-RTHKF;Stayed;;No
1852-QSWCD;Stayed;;No
9079-LWTFD;Stayed;;No
3392-EHMNK;Stayed;;No
5986-WWXDV;Stayed;;No
3061-BCKYI;Stayed;;No
7228-PAQPD;Stayed;;No
7746-QYVCO;Stayed;;No
5804-HYIEZ;Stayed;;No
5934-TSSAU;Stayed;;No
3486-KHMLI;Stayed;;No
6784-XYJAE;Stayed;;No
3933-DQPWX;Stayed;;No
6661-EIPZC;Stayed;;No
8957-THMOA;Stayed;;No
2251-PYLPB;Stayed;;No
5555-RNPGT;Stayed;;No
1057-FOGLZ;Stayed;;No
8087-LGYHQ;Stayed;;No
4137-BTIKL;Joined;;No
2190-BCXEC;Stayed;;No
6227-FBDXH;Stayed;;No
2911-WDXMV;Stayed;;No
4547-FZJWE;Stayed;;No
7422-WNBTY;Stayed;;No
0842-IWYCP;Stayed;;No
3521-HTQTV;Stayed;;No
3744-ZBHON;Joined;;No
